AGENT NAME,LOGIN ID,STAFFED TIME,AUX TIME,TIME IN STARTUP TIME,"TIME IN TRAIN, MEET, PROJECT",TIME IN CALL COACHING,TIME IN SYSTEM ISSUES,TIME IN CASE WORK,TIME IN EXTERNAL SUPPORT,TIME IN UNSCHEDULED BREAK,TIME IN LUNCH,TIME IN BREAK,TIME IN OTHER PRODUCTIVE WORK,TIME IN AUX 10-99,TEAM,MONTH,ACD CALLS,HELD CALLS,AVG. ACD TIME,AVG. CALL RELATED ACW TIME,AVG. TOTAL ACW TIME,AVG. NON-CALL RELATED ACW TIME,AVG. HOLD TIME,AVG. HANDLE TIME,AVAILABLE TIME,UNSCHEDULED AUX TIME,% ACD TIME,% CALL RELATED ACW,% TOTAL ACW,% UN-SCHEDULED AUX,ACD CALLS RELEASED,AVG. ACW TIME,% AGENT OCCUPANCY W/ ACW,% AGENT OCCUPANCY W/O ACW,EXTN IN CALLS,AVG. EXTN IN TIME,EXTN OUT CALLS,AVG. EXTN OUT TIME,ACD TIME,ACW TIME,AGENT RING TIME,OTHER TIME,SHRINKAGE,Performance,RISK
v48,15048,9552.4,2494.87,223.18,623.57,65.13,36.8,0,0,6.25,907.22,632.72,0,0,PI_TEAM_SMITH,6/1/2019,514,253,5.22,2.71,3.05,0.34,2.38,9.44,2346.78,913.47,0.54,16.92,19.04,10.24,442,2.71,67,46,2,4.37,158,1.85,2685.05,1567.45,13.65,444.6,26.11772958,82.63,31.58
v65,15059,988.7,271.5,42.28,34.03,1.1,0,0,0,41.5,90.68,61.9,0,0,PI_TEAM_SMITH,6/1/2019,54,12,4.88,3.33,4.15,0.82,2.52,9.6,206.5,132.18,0.49,20.16,25.14,14.26,10,3.33,72,41,0,0,15,2.17,263.77,224.2,1.42,21.32,27.46030141,71.02,39.13
v66,15205,6489.2,1620.28,199.82,321.37,73.07,7.77,0,0,9.33,605.77,403.17,0,0,PI_TEAM_SMITH,6/1/2019,405,301,5.77,2.63,2.9,0.28,1.58,9.85,977.05,615.1,0.68,18.68,20.65,10.11,353,2.63,80,57,0,0,177,1.16,2337.35,1175.28,12.42,366.82,24.96887136,82.24,27.02
v67,15230,10652.63,10652.63,10652.63,0,0,0,0,0,0,0,0,0,0,PI_TEAM_SMITH,6/1/2019,0,6,0,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,36,7.04,188,3.15,0,0,0,0,100,0,0
v68,15251,8524.82,2439.6,147.13,688.33,35.05,0,0,0,242.77,789.75,536.57,0,0,PI_TEAM_SMITH,6/1/2019,382,301,7.82,2.53,2.9,0.37,1.59,11.98,1583.1,1032.52,0.69,13.31,15.24,12.93,348,2.53,74,56,0,0,183,1.29,2988.9,1107.08,11.58,394.55,28.61761304,74.13,33.41
v69,15270,8112.07,2206.65,148.9,378.98,74.97,75.8,0,0,191.37,797.47,539.17,0,0,PI_TEAM_SMITH,6/1/2019,507,386,5.1,2.16,2.31,0.15,1.34,8.43,1693.32,988.83,0.61,15.38,16.48,13.06,455,2.16,72,52,1,0.78,197,1,2586.98,1172.9,15.47,436.75,27.20205817,94.35,29.43
v70,15278,8199.75,1994.3,265.2,336.88,5.4,16.3,0,0,117.45,738.93,514.13,0,0,PI_TEAM_SMITH,6/1/2019,117,73,6.74,3.21,3.76,0.55,0.79,10.99,4917.48,856.38,0.18,5.11,5.99,11.14,78,3.21,21,14,6,2.78,89,2.48,788.1,439.83,18.83,41.2,24.32147322,68.24,60.56
v71,15286,10097.4,2332.25,209.77,543.57,12.65,20.1,0,0,24.78,918.53,602.85,0,0,PI_TEAM_SMITH,6/1/2019,637,335,6.41,2.14,2.29,0.15,1,9.23,1959.47,943.32,0.76,15.28,16.35,9.94,587,2.14,75,56,3,22.56,191,1.05,4096.92,1461.23,17.73,229.8,23.09753006,95.43,26.68
v72,15308,9430.08,2222.02,243.57,399.73,93.22,32.87,0,0,1.92,870.63,580.08,0,0,PI_TEAM_SMITH,6/1/2019,569,353,7.28,1.67,1.84,0.16,1.3,9.93,1689.7,872.55,0.83,11.38,12.5,9.86,481,1.67,77,63,0,0,220,1.14,4144.28,1044.4,17.42,312.27,23.56310869,85.28,28.49
v1,4220,8330.72,2390,203.8,684.78,40.97,32.92,0,0,171.52,738.03,517.98,0,0,PI_TEAM_DEASEY,3/1/2019,489,305,5.2,3.44,4.44,1,1.48,10.57,807.12,909.55,0.6,23.76,30.65,11.64,459,3.44,87,50,0,0,137,0.76,2565.43,2171.97,13.28,382.92,28.68899687,66.22,27.8
v2,4231,10411.28,3738.43,233.58,2068.67,0,59.1,0,0,26.38,814.33,536.37,0,0,PI_TEAM_DEASEY,3/1/2019,634,264,4.91,2,2.22,0.22,1.12,7.59,1934.23,840.72,0.66,16.21,18.01,8.51,539,2,71,51,6,4.35,168,1.38,3111.88,1406.03,20.25,200.45,35.90749648,95.38,11.08
v3,10947,10175.88,2843.28,196.23,686.45,36.07,0.45,0,0,49.7,1018.1,856.28,0,0,PI_TEAM_DEASEY,3/1/2019,500,338,6.13,3.24,4.14,0.89,3.67,12.75,1047.58,1067.8,0.59,18.87,24.07,11.46,107,3.24,86,58,0,0,124,1.13,3063.82,2069.18,7.6,1144.42,27.94136723,60.47,30.69
v4,15032,11421.43,4578.23,1301.88,1662.9,128.27,57.65,0,0,61.32,778.63,555.98,31.6,0,PI_TEAM_DEASEY,3/1/2019,606,316,4.46,2.37,2.63,0.25,2.4,8.34,1933.17,839.95,0.5,15.91,17.59,7.75,303,2.37,72,50,3,8.37,152,1.76,2705.75,1591.03,13.38,599.87,40.08456034,95.81,4.28
v5,15047,9953.47,2118.05,246.47,247.5,0.1,18.97,0,0.05,86.8,915.38,602.78,0,0,PI_TEAM_DEASEY,3/1/2019,795,486,4.75,2.26,2.35,0.09,1.38,7.94,1632.83,1002.18,0.69,19.76,20.56,10.72,711,2.26,80,56,1,0.18,256,0.89,3773.05,1871.8,23.05,534.68,21.27951358,93.86,28.52
v7,15060,6808.73,1520.28,112.5,107.23,29.82,61.3,0,0,223.52,629.87,356.05,0,0,PI_TEAM_DEASEY,3/1/2019,533,323,5.41,2.76,2.87,0.11,0.8,8.76,676.92,853.38,0.76,23.32,24.22,13.23,423,2.76,87,59,2,2.64,186,0.86,2884.03,1529.58,21.95,175.97,22.32839311,83.64,32.26
v8,15108,6969.38,1380.23,155.37,161.98,29.62,1.03,0,0,0,624.2,408.03,0,0,PI_TEAM_DEASEY,3/1/2019,548,230,4.42,1.78,2.11,0.33,2.69,7.66,1450.6,624.2,0.63,15.34,18.14,9.51,389,1.78,74,54,1,0.55,129,1.45,2431.72,1155.33,11.7,539.8,19.80420066,92.26,31.18
v9,15219,9350.38,2266.33,315.83,241.42,30.2,51.45,0,0.03,203.3,889.32,534.78,0,0,PI_TEAM_DEASEY,3/1/2019,645,446,5.61,2.17,2.34,0.18,1.59,9.05,1382.55,1092.62,0.71,16.35,17.67,12.39,462,2.17,81,60,1,1.42,208,1.02,3619.37,1509.42,18.83,553.88,24.23783846,91.88,28.42
v10,15231,7120.53,1738.85,193.47,134.68,0.05,71.6,0,2.73,220.93,649.7,465.68,0,0,PI_TEAM_DEASEY,3/1/2019,505,403,5.03,2.26,2.46,0.21,1.3,8.53,1151.12,870.63,0.65,17.49,19.08,13.08,456,2.26,79,56,0,0,222,0.84,2545.7,1243.77,13.87,427.23,24.42023276,92.38,30.21
v11,15253,9509.53,1966.22,169.23,144.55,24.02,0.1,0,0,194.47,858.43,575.42,0,0,PI_TEAM_DEASEY,3/1/2019,625,346,5.78,3.26,3.28,0.02,0.8,9.5,1641.02,1052.9,0.69,23.21,23.37,11.79,517,3.26,78,51,0,0,169,0.88,3616.42,2048.15,22.03,215.7,20.67631103,73.34,38.92
v12,15261,10214.15,2659.07,316.7,516.97,0,8.33,0,0,226.2,955.22,635.65,0,0,PI_TEAM_DEASEY,3/1/2019,373,256,6.09,5.19,6.3,1.11,1.87,13.68,2556.08,1181.42,0.42,21.37,25.94,12.33,329,5.19,67,36,1,0.12,158,1.4,2272.87,2350.87,11.77,363.5,26.03319904,26.14,54.38
v13,15289,9784.43,1937.37,242.97,104.32,27.43,69.9,0,0,35.18,857.55,600.02,0,0,PI_TEAM_DEASEY,3/1/2019,845,485,4.59,1.54,1.7,0.16,0.66,6.67,2314.78,892.73,0.71,14.34,15.87,9.72,356,1.54,71,53,5,11.1,292,0.98,3876.88,1436.7,24.25,194.45,19.80054025,84.49,35.49
v14,15535,8856.25,1820.77,79.13,144.1,25.05,41.3,0,0,154.72,824.5,551.97,0,0,PI_TEAM_DEASEY,3/1/2019,637,236,5.7,2.98,3.09,0.11,1.12,9.2,1138.2,979.22,0.74,23.3,24.18,11.79,528,2.98,84,56,0,0,191,0.79,3629.15,1966.97,102.83,198.33,20.55915314,78.91,34.54
v15,15250,9065.1,2218.13,275.35,485.8,0,41.97,0,0,224.77,607.4,582.85,0,0,PI_EL_PASO,3/1/2019,565,287,6.23,2.87,3.3,0.43,0.89,9.98,1281.98,832.17,0.73,20.31,23.32,9.81,158,2.87,81,55,0,0,200,1.49,3519.97,1864.4,18.5,162.12,24.4688972,81.35,26.89
v16,15273,8285.92,1586.32,341.8,32.07,33.55,0.18,0,0,78.88,556.32,543.52,0,0,PI_EL_PASO,3/1/2019,635,374,5.73,1.94,2.16,0.22,0.88,8.41,1436.33,635.2,0.79,16.06,17.9,8.2,189,1.94,79,59,0,0,214,0.77,3651.65,1374.08,19.2,218.33,19.14476606,95.68,26.15
v17,15299,6930.35,1588.02,299.27,245.23,0,73.85,0,0,60.07,459.43,450.17,0,0,PI_EL_PASO,3/1/2019,338,274,8.44,3.14,3.53,0.39,1.98,13.57,885.8,519.5,0.76,17.02,19.14,8.02,308,3.14,84,62,1,2.32,195,1.82,2852.82,1193.13,9.2,401.38,22.91399424,62.48,30.32
v18,15304,8971.5,1809.98,211.52,302.63,0,5.12,0,0,202.62,512.77,575.33,0,0,PI_EL_PASO,3/1/2019,564,369,5.97,2.64,3.18,0.54,1.77,10.31,1412.83,715.38,0.69,18.43,22.17,8.52,202,2.64,80,56,2,8.92,208,1.2,3369.37,1794.12,17.42,567.78,20.17477568,83.57,29.15
v19,15317,9053.12,1731.15,402.37,97.87,0,46.73,0,0,39.27,548.1,596.82,0,0,PI_EL_PASO,3/1/2019,494,427,6.73,3.94,4.3,0.36,1.98,12.75,1110.4,587.37,0.66,23.29,25.43,6.95,454,3.94,85,56,0,0,284,1.35,3325.25,2125.75,15.12,745.45,19.1221369,53.43,35.27
v20,15318,8976.42,1856.07,211.83,253.4,0,69.57,0,0,91.13,661.62,568.52,0,0,PI_EL_PASO,3/1/2019,481,396,6.14,4.17,4.35,0.19,2.01,12.15,1292.83,752.75,0.6,24.57,25.68,8.95,442,4.17,82,53,0,0,154,0.84,2979.17,2093.68,13.6,741.07,20.6771742,52.32,38.89
v21,15321,9513.57,1629.83,257.4,70.12,0.23,55.97,0,0,37.52,678.92,529.63,0.05,0,PI_EL_PASO,3/1/2019,475,385,7.16,4.56,5.37,0.81,2.46,14.52,1115.47,716.43,0.64,24.31,28.64,7.97,372,4.56,86,54,1,24.95,239,2.2,3398.78,2552.67,14.35,802.47,17.13163408,36.58,44.63
v22,15402,7852.68,1301.97,140.57,75.72,0,34.32,0,0,49.88,473.4,528.08,0,0,PI_EL_PASO,3/1/2019,522,352,5.98,3.2,3.68,0.47,1.38,10.59,1091.02,523.28,0.72,23.07,26.48,7.14,490,3.2,84,55,0,0,223,1.12,3121.6,1919.28,15.17,403.65,16.57994468,73.74,32.23
v23,15407,9603.23,2239.58,230.8,722.73,0,0,0,0,125.35,615.35,545.35,0,0,PI_EL_PASO,3/1/2019,496,436,6.29,4.71,4.8,0.09,1.94,12.79,1142.23,740.7,0.62,28.03,28.54,8.18,453,4.71,85,53,0,0,230,1.58,3119.77,2378.72,15.23,707.7,23.32111175,41.33,36.75
v24,15418,8919.28,1910.77,249.92,94.65,0,13.75,0,0,238.03,660.03,654.38,0,0,PI_EL_PASO,3/1/2019,440,326,7.11,5,5.27,0.27,2.01,13.87,1063.53,898.07,0.64,26.92,28.39,10.87,200,5,85,53,1,4.35,220,1.55,3130.2,2319.32,12.52,482.95,21.42291754,28.8,48.1
v25,15065,9913.55,2195.98,185.65,405.13,19.48,9.13,0,0,49.82,924.65,602.12,0,0,PI_TEAM_EADDY,3/1/2019,440,219,6.27,2.29,2.71,0.43,0.9,9.43,3645.08,974.47,0.52,11.32,13.42,10.47,342,2.29,53,38,1,0.05,184,1.56,2758.73,1193,18.33,102.42,22.15129797,89.1,40.64
v26,15066,8863.27,2842,117.53,1040.35,0,3.72,41.48,0,305.48,775.13,558.3,0,0,PI_TEAM_EADDY,3/1/2019,435,165,3.95,3.31,3.7,0.39,1.76,8.32,2434.2,1122.1,0.39,19.82,22.16,13.51,269,3.31,60,34,3,3.88,98,2.27,1718.33,1609.75,34.22,224.77,32.06491509,76.82,35.84
v27,15068,9718.62,2403.23,293.97,479.37,61.85,18.4,0,0,26.03,910.78,612.83,0,0,PI_TEAM_EADDY,3/1/2019,729,316,4.74,1.58,1.88,0.31,1.3,7.18,2290.25,936.82,0.67,13.44,16.04,10.29,451,1.58,70,51,4,0.81,233,1.46,3453.7,1373.5,32.1,165.83,24.72809926,83.77,31.56
v28,15085,10084.2,2188.95,114.68,318.15,33.53,0,1.12,0,59.1,984.68,677.68,0,0,PI_TEAM_EADDY,3/1/2019,611,159,4.12,2.84,3.23,0.39,1.72,7.8,3177.22,1044.9,0.46,19.18,21.79,11.11,432,2.84,60,35,1,1.57,124,2.04,2521.77,1972.63,39,184.63,21.70672934,84.17,40.87
v29,15116,7803.48,2136.87,177.42,648.35,53.03,0,0,0,93.55,721.98,442.53,0,0,PI_TEAM_EADDY,3/1/2019,576,314,4.39,1.78,2.11,0.34,1.33,7.22,1617.87,815.53,0.63,15.38,18.29,11.08,274,1.78,72,51,1,6.75,183,1.2,2526.73,1218.03,22.73,281.25,27.38355195,86.77,28.08
v30,15259,9160.85,2300.9,188.77,642.05,5.2,5.63,28.12,0.05,71.52,811.23,548.33,0,0,PI_TEAM_EADDY,3/1/2019,379,280,6.53,2.73,3.35,0.62,1.06,10.66,2904.92,910.87,0.52,13.01,15.94,10.58,342,2.73,58,40,1,4.18,139,1.12,2475.25,1269.53,12.08,198.17,25.11666494,77.22,39.17
v31,15293,10158.72,2175.18,219.65,232.3,0,0,1.53,0.07,64.93,926.72,729.98,0,0,PI_TEAM_EADDY,3/1/2019,623,154,3.74,3.53,3.84,0.32,2.78,8.27,2869.97,993.18,0.42,23.89,26.03,10.53,442,3.53,64,35,0,0,154,1.58,2329.72,2393.5,39.33,351.02,21.41194954,74.6,41.55
v32,15377,9285.55,2250.47,134.87,235.72,60.82,30.57,2.32,0,353.92,804.17,628.1,0,0,PI_TEAM_EADDY,3/1/2019,458,238,5.6,2.65,3.07,0.42,2.33,9.89,2536.25,1160.4,0.51,14.53,16.84,13.4,318,2.65,64,45,0,0,102,1.89,2600.67,1407.65,28.9,461.62,24.23625956,80.66,41.59
v33,15463,9750.02,2803.93,160.62,604.52,44.83,0,85.87,0,324.97,898.77,684.37,0,0,PI_TEAM_EADDY,3/1/2019,597,149,3.55,2.54,3.01,0.47,1.35,6.9,2865.28,1309.6,0.42,18.01,21.35,14.45,407,2.54,59,34,2,1.92,126,1.3,2124.35,1796.85,37.1,122.5,28.75819742,84.02,39.43
v34,15526,9651.55,2511.02,276.73,177.6,0,45,0,0,201.15,974.75,643.35,192.43,0,PI_TEAM_EADDY,3/1/2019,514,93,4.55,2.3,2.93,0.63,1.51,7.76,3211.92,1175.9,0.45,13.7,17.45,13.34,55,2.3,56,35,3,13.34,122,2.74,2341.48,1507.15,32.48,47.5,26.01675379,91.63,39.33
v35,4113,9251.17,3511.63,217.75,1907.63,43.97,16.67,0,0,48.02,744.33,533.27,0,0,PI_TEAM_LINDSAY,3/1/2019,431,154,4.88,2.22,2.69,0.46,2.03,8.3,2171.58,792.35,0.52,14.15,17.1,9.09,325,2.22,63,43,2,9.16,69,1.4,2105.33,1157.35,53.57,251.7,37.9587663,98.3,12.38
v36,15016,10116.97,2044.12,232.3,110.02,12.2,30,30.68,0,113.05,934.95,580.92,0,0,PI_TEAM_LINDSAY,3/1/2019,719,345,7.47,2.11,2.26,0.15,0.43,9.94,1004.38,1078.68,0.95,16.1,17.26,11.31,225,2.11,88,68,0,0,214,0.89,5373.25,1624.58,24.62,46.02,20.20486371,88.29,29.15
v37,15023,5048.1,3885.52,3303.12,179.37,0,0,0,0,0.2,137.35,104.58,160.9,0,PI_TEAM_LINDSAY,3/1/2019,120,35,4.92,1.69,2.35,0.66,2.56,8.01,215.52,137.55,0.21,4.39,6.12,2.88,84,1.69,82,58,18,2.66,44,2.78,589.88,281.88,1.63,73.67,76.96994909,92.3,60.04
v38,15073,9607.3,2493.77,179.82,325.42,85.32,66.02,0,0,325.6,900.67,610.93,0,0,PI_TEAM_LINDSAY,3/1/2019,642,390,4.86,2.98,3.31,0.33,0.71,8.6,1606.47,1226.27,0.61,22.29,24.77,13.63,563,2.98,78,48,0,0,235,0.63,3119.77,2126.32,24.53,236.45,25.95703267,80.75,33.78
v39,15087,9961.03,2350.25,400.78,286.63,36.98,0.25,0.03,0.08,91.7,908.97,624.82,0,0,PI_TEAM_LINDSAY,3/1/2019,728,451,5.95,2.36,2.68,0.32,1.45,9.53,819.85,1000.7,0.8,19.06,21.63,10.72,610,2.36,89,64,0,0,250,1.33,4332.73,1948.97,22.7,486.53,23.59444756,87.53,23.96
v40,15127,10452.9,2298.98,273.17,312.23,0,0,0,0,169.73,927,616.85,0,0,PI_TEAM_LINDSAY,3/1/2019,577,456,6.73,2.78,3.57,0.79,1.51,11.49,1590.55,1096.73,0.68,16.85,21.6,11.15,541,2.78,81,56,0,0,225,1.26,3881.95,2057.52,17.33,606.57,21.9937051,72.86,35.05
v41,15223,6676.18,1557,103.8,134.35,70.23,49.73,210.62,0,39.97,501.67,446.63,0,0,PI_TEAM_LINDSAY,3/1/2019,482,184,6.9,2.07,2.18,0.11,1.4,9.61,532.73,752.25,0.92,16.55,17.46,12.08,439,2.07,90,69,0,0,94,1.56,3325.2,1051.95,11.97,197.33,23.32171991,88.76,25.94
v42,15237,6960.37,957.22,248.55,129.15,25.93,7.62,0,0,4.77,0,541.2,0,0,PI_TEAM_LINDSAY,3/1/2019,432,269,5.21,2.47,2.64,0.18,0.76,8.33,2492.43,4.77,0.6,17.01,18.23,0.07,250,2.47,59,40,0,0,160,1.08,2250.25,1142,12.95,105.52,13.75242983,94.3,26.52
v43,15256,9288.72,1827.05,229.53,147.25,33.7,21.15,0,0,23.75,805.52,551.57,14.58,0,PI_TEAM_LINDSAY,3/1/2019,806,281,4.77,2.77,2.9,0.13,1.33,8.13,1000.58,829.27,0.75,26.13,27.36,9.51,715,2.77,87,56,1,6.02,230,0.93,3846.28,2337.15,25.93,251.72,19.66955619,90.31,26.2
v44,15298,10053.37,2385.15,362.77,205.07,72.12,0,61.67,0,167.47,908.35,607.72,0,0,PI_TEAM_LINDSAY,3/1/2019,610,281,5.69,2.26,2.57,0.31,2.06,9.21,2224.98,1137.48,0.63,15.05,17.1,12.04,164,2.26,72,52,1,0.1,143,2.21,3469.55,1567.83,12.28,393.57,23.72488031,89.95,33.01
v45,15524,8744.73,1696.93,127.1,185.85,41.5,18.7,0,0,29.8,719.72,574.27,0,0,PI_TEAM_LINDSAY,3/1/2019,488,306,7.91,2.67,3.12,0.45,1.63,12.05,1187.63,749.52,0.81,16.42,19.18,9.17,459,2.67,83,62,1,14.32,145,1.3,3865.57,1523.3,14.48,456.82,19.40517317,75.99,32.43
v46,15529,7953.9,1823.3,164.22,183.05,69.13,0,66.97,0,111.48,733.98,494.47,0,0,PI_TEAM_LINDSAY,3/1/2019,622,379,4.94,2.1,2.39,0.29,0.57,7.68,1382.47,912.43,0.71,18.15,20.64,12.23,560,2.1,78,54,0,0,213,0.45,3071.05,1487.7,16.08,173.3,22.92334578,93.23,30.52
v47,10798,8083.38,1875.03,222.67,191.52,29.48,12.25,0,0,126.22,788,504.9,0,0,PI_TEAM_ONLEY,3/1/2019,569,329,5.38,2.18,2.34,0.16,1.53,8.61,1490.82,914.22,0.69,16.88,18.1,12.06,499,2.18,77,56,0,0,175,1.31,3062.75,1331.78,17.67,305.33,23.19611351,93.63,30.2
v48,15048,9223.07,1826.1,224.82,153.4,19.27,7.6,0,0,4.18,871.05,545.78,0,0,PI_TEAM_ONLEY,3/1/2019,509,330,5.17,3.6,3.85,0.25,3.37,11.21,1789.72,875.23,0.52,21.57,23.06,10.09,449,3.6,76,50,0,0,146,1.74,2631.98,1961.08,10.8,1003.38,19.79926424,61.64,41.57
v49,15051,10385.03,2225.98,235.82,135.35,139.85,42.55,0,0,98.87,907.97,665.58,0,0,PI_TEAM_ONLEY,3/1/2019,656,458,5.27,2.99,3.26,0.27,1.6,9.64,1920.2,1006.83,0.61,20.74,22.62,10.36,431,2.99,77,51,1,0.45,206,1.08,3461.67,2136.2,20.85,620.13,21.43450717,77.43,34.48
v50,15056,9870.72,2487.45,296.63,246.42,33.03,0,0.07,0,397.65,914.7,598.95,0,0,PI_TEAM_ONLEY,3/1/2019,650,501,5.34,2.47,2.87,0.4,1.53,9.39,1421.22,1312.42,0.64,17.87,20.78,14.15,564,2.47,81,56,0,0,274,1.12,3468.77,1868.67,16.8,607.82,25.20028934,85.25,32.78
v51,15075,10003.12,2214.57,184.82,232.27,143.42,27.88,0,0,139.23,881.72,600.68,4.55,0,PI_TEAM_ONLEY,3/1/2019,623,468,4.96,3.31,3.76,0.45,1.3,9.7,1766.03,1020.95,0.57,22.86,25.94,10.86,502,3.31,77,48,2,1.84,228,0.77,3117.72,2339.98,18.52,546.3,22.1387927,72.06,36.39
v52,15082,8334.33,1659.67,48.58,93.92,29.98,28.87,0,0,193.78,770.13,494.4,0,0,PI_TEAM_ONLEY,3/1/2019,686,376,4.5,2.36,2.64,0.29,0.52,7.42,1597.23,963.92,0.67,20.95,23.49,12.29,541,2.36,76,49,0,0,183,0.54,3085.4,1812.58,25.13,154.32,19.91365833,89.66,36.18
v53,15104,10432.95,2425.27,355.48,195.92,25.52,0,0,0,305.22,857.67,685.47,0,0,PI_TEAM_ONLEY,3/1/2019,800,454,6.15,1.49,1.66,0.17,0.86,8.3,1535.85,1162.88,0.86,12.5,13.96,11.93,758,1.49,81,65,3,5.47,316,1.22,4920.13,1329.87,21.32,200.52,23.24625346,85.18,30.95
v54,15115,8696.12,1929.97,123.3,105.1,68.05,8.63,0,0,221.1,816.38,587.4,0,0,PI_TEAM_ONLEY,3/1/2019,703,382,4.79,2.32,2.59,0.27,0.29,7.54,1477.82,1037.48,0.71,20.59,22.99,12.79,323,2.32,78,51,1,2.05,238,0.57,3367.67,1824.08,21.78,74.8,22.19346099,90.61,33.27
v55,15131,211.37,196.33,97.18,99.15,0,0,0,0,0,0,0,0,0,PI_TEAM_ONLEY,3/1/2019,0,0,0,0,0,0,0,0,12.37,0,0,0,0.31,0,0,0,18,15,0,0,9,1.38,0,0.35,2.32,0,92.8845153,0,0
v56,15198,9928.48,3306.1,134.93,1569.38,30.78,46.37,0,0,238.5,767.53,518.6,0,0,PI_TEAM_ONLEY,3/1/2019,501,209,4.27,3.01,4.62,1.62,1.47,9.51,1872.23,1006.03,0.46,19.28,29.65,10.69,420,3.01,72,37,0,0,142,0.81,2140.42,2315.87,20.65,273.22,33.29915556,77.54,23.63
v57,15297,8306.92,2265.22,181.43,463.15,0,47.43,0,0,304.9,781.82,486.48,0,0,PI_TEAM_ONLEY,3/1/2019,349,258,5.96,3.29,3.52,0.23,0.85,10.11,2567.35,1086.72,0.47,15.59,16.7,13.9,296,3.29,58,38,1,2.52,145,0.88,2078.98,1228.62,14.72,152.03,27.26907205,69.68,45.35
v58,15301,8144.93,1920.62,359.25,58.8,96.03,16.57,0,0,169.27,720,500.7,0,0,PI_TEAM_ONLEY,3/1/2019,554,195,5.35,1.17,1.25,0.09,1.98,7.3,2236.65,889.27,0.66,8.63,9.26,11.63,96,1.17,64,53,0,0,94,1.08,2964.55,693.67,12.92,316.53,23.5805587,77.45,40.14
v59,15514,5088.35,1517,156.87,426.02,30.63,51.83,0,0,99.77,413.75,338.13,0,0,PI_TEAM_ONLEY,3/1/2019,383,134,4.64,1.22,1.57,0.35,1.83,6.85,982.72,513.52,0.69,10.88,14.04,10.81,194,1.22,73,56,2,1.85,99,2.38,1792.05,602.62,15.5,178.47,29.81320074,76.66,27.71
v60,15515,10477.6,1901.12,114.02,97.97,62.7,12.7,0,0,35.93,946.03,631.77,0,0,PI_TEAM_ONLEY,3/1/2019,689,356,7.01,2.46,2.56,0.1,1.04,10.1,1706.47,981.97,0.83,17.5,18.18,9.97,183,2.46,80,60,0,0,193,0.98,4829.85,1760.88,20.17,259.12,18.14461327,87.22,32.95
v61,15540,9347.62,3071.82,146.4,1559.42,0,39.45,0,0,95.2,729.87,501.48,0,0,PI_TEAM_ONLEY,3/1/2019,488,288,4.84,2.34,2.62,0.28,3.21,9.36,1810.53,825.07,0.54,15.68,17.53,9.33,418,2.34,72,51,0,0,97,2.06,2364.23,1277.32,10.67,813.05,32.86205473,92.11,16.75
v62,4121,9698.67,1859.48,161.02,161.28,30.62,13.88,0,0,0,876.87,615.82,0,0,PI_TEAM_SMITH,3/1/2019,626,297,7.77,1.92,2.08,0.16,1.26,10.45,1303.72,876.87,0.91,13.53,14.67,9.65,145,1.92,83,67,0,0,162,0.78,4864.05,1304.2,57.12,310.1,19.17252572,87.03,29.91
v63,15038,8320.77,1613.33,163.88,148.82,35.68,12.08,0,0,25.2,724.75,502.92,0,0,PI_TEAM_SMITH,3/1/2019,584,194,5,2.15,2.38,0.23,2.58,8.23,1946.15,749.95,0.64,16.45,18.19,9.59,116,2.15,71,51,3,1.21,106,1.08,2918.4,1388.55,13.33,441,19.38919114,99.67,30.67
v64,15041,9002.52,1925.1,230.67,142.77,32.47,22.3,0,0,59.08,887.77,550.05,0,0,PI_TEAM_SMITH,3/1/2019,715,417,5.61,1.99,2.33,0.35,1.21,8.65,1000.57,946.85,0.81,17.17,20.16,11.2,445,1.99,86,63,1,0.15,244,0.88,4013.65,1669.07,24.72,369.42,21.38401248,91.74,27.33
v48,15048,9223.07,1826.1,224.82,153.4,19.27,7.6,0,0,4.18,871.05,545.78,0,0,PI_TEAM_SMITH,3/1/2019,509,330,5.17,3.6,3.85,0.25,3.37,11.21,1789.72,875.23,0.52,21.57,23.06,10.09,449,3.6,76,50,0,0,146,1.74,2631.98,1961.08,10.8,1003.38,19.79926424,61.64,41.57
v65,15059,9040.6,2360.65,240.82,244.55,56.27,13.98,0,0.1,445.95,818.33,540.65,0,0,PI_TEAM_SMITH,3/1/2019,420,202,6.22,4.66,5.02,0.36,3.06,12.71,1493.97,1264.28,0.53,23.85,25.7,14.87,73,4.66,78,47,0,0,118,2.25,2613.7,2107.18,8.58,456.52,26.11165188,37.48,50.33
v66,15205,9002.82,1810.32,211.23,116.23,60.2,0,0,0,32.22,823.85,566.58,0,0,PI_TEAM_SMITH,3/1/2019,554,330,6.88,2.94,3.28,0.35,1.7,11.18,1104.63,856.07,0.77,19.7,22.02,10.15,508,2.94,85,60,0,0,212,1.33,3810.92,1818.52,14.93,443.5,20.10836605,71.98,33.88
v67,15230,10378.43,2407.4,287.58,651.4,29.4,32.52,0,0,46.82,735.05,624.32,0.32,0,PI_TEAM_SMITH,3/1/2019,714,357,5.34,2.45,2.55,0.1,1.17,8.47,1994.25,781.87,0.7,19.3,20.07,8.02,603,2.45,75,53,1,0.37,244,1.16,3809.47,1820.65,28.22,318.45,23.19618671,94.04,23.48
